Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana,Mes,Día,Hora,Minuto
Sevilla - Madrid,19,361.0,15,2,Madrid,1,2,21,10,4
Zaragoza - Barcelona,50,443.0,106,1,Zaragoza,1,2,21,10,5
Madrid - Zaragoza,49,623.0,30,2,Zaragoza,1,2,21,10,6
Zaragoza - Barcelona,11,494.0,31,2,Barcelona,1,2,21,10,7
Bilbao - Madrid,31,711.0,1,2,Madrid,1,2,21,10,13
Valencia - Sevilla,72,231.0,55,1,Sevilla,1,2,21,10,15
Bilbao - Madrid,69,453.0,112,1,Bilbao,1,2,21,10,20
Zaragoza - Barcelona,37,346.0,116,2,Zaragoza,1,2,21,10,35
Bilbao - Madrid,85,437.0,103,1,Madrid,1,2,21,10,47
Malaga - Sevilla,61,537.0,117,2,Sevilla,1,2,21,11,8
Sevilla - Madrid,10,227.0,111,2,Sevilla,1,2,21,11,9
Zaragoza - Barcelona,55,149.0,64,2,Zaragoza,1,2,21,11,10
Bilbao - Madrid,84,614.0,10,1,Madrid,1,2,21,11,13
Zaragoza - Barcelona,65,317.0,110,2,Barcelona,1,2,21,11,23
Barcelona - Valencia,75,457.0,70,2,Valencia,1,2,21,11,25
Zaragoza - Barcelona,92,701.0,98,2,Zaragoza,1,2,21,11,34
Barcelona - Bilbao,21,676.0,5,2,Barcelona,1,2,21,11,35
Bilbao - Madrid,11,272.0,26,2,Bilbao,1,2,21,11,46
Malaga - Sevilla,99,556.0,59,1,Malaga,1,2,21,12,25
Madrid - Zaragoza,11,385.0,29,2,Zaragoza,1,2,21,12,36
Barcelona - Bilbao,84,615.0,49,1,Bilbao,1,2,21,13,20
Madrid - Malaga,27,360.0,104,1,Malaga,1,2,21,13,21
Valencia - Sevilla,57,367.0,29,1,Sevilla,1,2,21,13,30
Madrid - Zaragoza,91,413.0,103,2,Zaragoza,1,2,21,13,34
Barcelona - Valencia,17,207.0,91,2,Barcelona,1,2,21,13,45
Bilbao - Madrid,55,320.0,10,1,Madrid,1,2,21,13,46
Madrid - Zaragoza,38,255.0,68,1,Zaragoza,1,2,21,13,49
Valencia - Sevilla,67,403.0,68,2,Valencia,1,2,21,13,54
Valencia - Sevilla,69,161.0,89,1,Sevilla,1,2,21,13,59
Bilbao - Madrid,96,188.0,32,2,Madrid,1,2,21,14,7
Malaga - Sevilla,57,347.0,17,1,Malaga,1,2,21,14,8
Madrid - Barcelona,92,163.0,86,1,Madrid,1,2,21,14,13
Madrid - Zaragoza,41,149.0,39,2,Madrid,1,2,21,14,21
Madrid - Malaga,78,146.0,34,2,Malaga,1,2,21,14,35
Barcelona - Valencia,88,338.0,81,1,Barcelona,1,2,21,14,49
Madrid - Malaga,85,564.0,38,2,Malaga,1,2,21,14,53
Madrid - Zaragoza,75,204.0,48,1,Zaragoza,1,2,21,14,59
Barcelona - Bilbao,89,242.0,63,2,Barcelona,1,2,21,15,0
Madrid - Malaga,64,507.0,48,1,Malaga,1,2,21,15,3
Barcelona - Valencia,64,382.0,92,2,Barcelona,1,2,21,15,20
Madrid - Barcelona,77,545.0,100,2,Barcelona,1,2,21,15,28
Sevilla - Madrid,61,255.0,116,1,Madrid,1,2,21,15,37
Valencia - Sevilla,74,692.0,9,1,Sevilla,1,2,21,15,39
Sevilla - Madrid,39,579.0,95,2,Madrid,1,2,21,15,45
Barcelona - Bilbao,25,273.0,119,1,Barcelona,1,2,21,15,47
Madrid - Malaga,21,344.0,17,2,Malaga,1,2,21,16,1
Barcelona - Bilbao,19,197.0,17,2,Bilbao,1,2,21,16,2
Madrid - Zaragoza,77,158.0,17,1,Madrid,1,2,21,16,22
Madrid - Zaragoza,75,667.0,33,1,Zaragoza,1,2,21,16,24
Madrid - Malaga,92,539.0,94,1,Madrid,1,2,21,16,38
Valencia - Sevilla,68,416.0,15,2,Sevilla,1,2,21,17,4
Bilbao - Madrid,33,283.0,81,1,Bilbao,1,2,21,17,18
Sevilla - Madrid,62,148.0,76,2,Sevilla,1,2,21,17,25
Madrid - Malaga,75,403.0,3,2,Malaga,1,2,21,17,39
Madrid - Barcelona,47,535.0,63,1,Madrid,1,2,21,18,5
Bilbao - Madrid,29,233.0,8,2,Bilbao,1,2,21,18,11
Valencia - Sevilla,34,505.0,53,1,Sevilla,1,2,21,18,24
Bilbao - Madrid,47,334.0,90,2,Madrid,1,2,21,18,26
Madrid - Zaragoza,37,558.0,118,2,Madrid,1,2,21,18,31
Valencia - Sevilla,55,291.0,13,2,Sevilla,1,2,21,18,37
Madrid - Zaragoza,47,385.0,83,1,Zaragoza,1,2,21,18,58
Valencia - Sevilla,17,187.0,46,2,Valencia,1,2,21,19,3
Madrid - Zaragoza,77,474.0,114,1,Madrid,1,2,21,19,30
Barcelona - Valencia,98,559.0,118,1,Valencia,1,2,21,19,34
Barcelona - Valencia,66,702.0,71,2,Valencia,1,2,21,19,35
Valencia - Sevilla,96,436.0,112,2,Valencia,1,2,21,19,57
Madrid - Malaga,53,451.0,116,2,Madrid,1,2,21,20,27
Madrid - Barcelona,79,514.0,11,1,Madrid,1,2,21,20,30
Madrid - Zaragoza,90,470.0,26,2,Zaragoza,1,2,21,20,51
Madrid - Malaga,40,679.0,117,1,Madrid,1,2,21,20,52
Bilbao - Madrid,58,655.0,105,2,Bilbao,1,2,21,20,53
Madrid - Zaragoza,63,474.0,46,2,Zaragoza,1,2,21,20,58
Madrid - Barcelona,23,629.0,105,1,Barcelona,1,2,21,21,9
Malaga - Sevilla,14,178.0,47,2,Sevilla,1,2,21,21,15
Sevilla - Madrid,27,317.0,57,2,Sevilla,1,2,21,21,17
Valencia - Sevilla,80,557.0,114,2,Sevilla,1,2,21,21,19
Barcelona - Bilbao,88,220.0,88,1,Barcelona,1,2,21,21,29
Bilbao - Madrid,71,178.0,38,2,Bilbao,1,2,21,21,31
Barcelona - Valencia,47,617.0,81,2,Barcelona,1,2,21,21,34
Madrid - Malaga,77,396.0,43,2,Madrid,1,2,21,21,40
Barcelona - Bilbao,98,330.0,112,2,Barcelona,1,2,21,22,2
Valencia - Sevilla,31,304.0,81,1,Valencia,1,2,21,22,3
Malaga - Sevilla,36,624.0,32,2,Sevilla,1,2,21,22,6
Malaga - Sevilla,16,446.0,27,2,Sevilla,1,2,21,22,9
Bilbao - Madrid,22,621.0,38,1,Madrid,1,2,21,22,11
Malaga - Sevilla,52,503.0,102,1,Sevilla,1,2,21,22,17
Barcelona - Bilbao,64,445.0,15,1,Bilbao,1,2,21,22,28
Malaga - Sevilla,93,614.0,68,1,Malaga,1,2,21,22,30
Madrid - Barcelona,40,374.0,67,1,Madrid,1,2,21,22,55
Malaga - Sevilla,53,634.0,91,2,Sevilla,1,2,21,23,9
Bilbao - Madrid,51,585.0,112,1,Bilbao,1,2,21,23,16
Madrid - Barcelona,20,464.0,50,2,Barcelona,1,2,21,23,18
Madrid - Barcelona,42,156.0,111,2,Barcelona,1,2,21,23,24
Barcelona - Bilbao,87,630.0,41,2,Barcelona,1,2,21,23,25
Bilbao - Madrid,92,520.0,81,2,Madrid,1,2,21,23,31
Sevilla - Madrid,44,180.0,0,2,Sevilla,1,2,21,23,41
Zaragoza - Barcelona,24,152.0,100,1,Barcelona,1,2,21,23,49
Barcelona - Valencia,74,458.0,73,2,Valencia,1,2,21,23,54
Madrid - Zaragoza,12,168.0,96,1,Zaragoza,2,2,22,0,1
Barcelona - Bilbao,64,659.0,64,1,Bilbao,2,2,22,0,14
Madrid - Barcelona,91,571.0,26,1,Madrid,2,2,22,0,17
Madrid - Barcelona,21,341.0,115,2,Barcelona,2,2,22,0,18
Bilbao - Madrid,77,205.0,41,1,Madrid,2,2,22,0,24
Malaga - Sevilla,38,579.0,29,1,Malaga,2,2,22,1,1
Sevilla - Madrid,29,504.0,99,1,Madrid,2,2,22,1,3
Barcelona - Bilbao,45,241.0,96,1,Bilbao,2,2,22,1,6
Zaragoza - Barcelona,88,556.0,96,2,Zaragoza,2,2,22,1,11
Barcelona - Bilbao,77,189.0,32,2,Barcelona,2,2,22,1,14
Madrid - Zaragoza,28,252.0,97,2,Zaragoza,2,2,22,1,19
Sevilla - Madrid,99,136.0,77,2,Sevilla,2,2,22,1,20
Madrid - Zaragoza,93,443.0,55,1,Zaragoza,2,2,22,1,25
Valencia - Sevilla,61,426.0,81,2,Sevilla,2,2,22,1,35
Bilbao - Madrid,87,437.0,49,1,Bilbao,2,2,22,1,37
Bilbao - Madrid,10,179.0,98,2,Bilbao,2,2,22,1,52
Madrid - Zaragoza,19,215.0,103,1,Zaragoza,2,2,22,1,57
Madrid - Zaragoza,61,294.0,94,2,Zaragoza,2,2,22,2,5
Barcelona - Valencia,32,237.0,17,2,Barcelona,2,2,22,2,6
Malaga - Sevilla,28,658.0,87,1,Sevilla,2,2,22,2,13
Barcelona - Bilbao,30,178.0,117,1,Barcelona,2,2,22,2,29
Barcelona - Valencia,85,559.0,11,2,Valencia,2,2,22,2,33
Madrid - Malaga,85,663.0,95,1,Madrid,2,2,22,2,34
Bilbao - Madrid,88,358.0,43,2,Madrid,2,2,22,2,43
Malaga - Sevilla,41,174.0,54,1,Sevilla,2,2,22,2,45
Barcelona - Bilbao,99,584.0,56,2,Bilbao,2,2,22,2,56
Barcelona - Valencia,69,299.0,9,1,Valencia,2,2,22,3,0
Barcelona - Bilbao,77,521.0,63,1,Barcelona,2,2,22,3,6
Barcelona - Valencia,14,308.0,52,1,Valencia,2,2,22,3,20
Madrid - Zaragoza,28,208.0,8,2,Madrid,2,2,22,3,30
Sevilla - Madrid,14,250.0,90,2,Madrid,2,2,22,3,49
Madrid - Barcelona,53,274.0,51,2,Madrid,2,2,22,3,51
Sevilla - Madrid,90,612.0,75,1,Madrid,2,2,22,3,56
Barcelona - Valencia,18,617.0,24,1,Valencia,2,2,22,4,6
Bilbao - Madrid,47,330.0,118,1,Madrid,2,2,22,4,12
Madrid - Zaragoza,30,564.0,97,2,Zaragoza,2,2,22,4,13
Madrid - Zaragoza,91,404.0,85,1,Madrid,2,2,22,4,14
Bilbao - Madrid,34,283.0,40,2,Bilbao,2,2,22,4,23
Malaga - Sevilla,44,226.0,6,1,Malaga,2,2,22,4,25
Zaragoza - Barcelona,62,673.0,38,2,Barcelona,2,2,22,4,32
Madrid - Barcelona,64,134.0,66,2,Barcelona,2,2,22,4,38
Bilbao - Madrid,28,293.0,14,1,Madrid,2,2,22,4,42
Zaragoza - Barcelona,48,351.0,15,2,Zaragoza,2,2,22,5,9
Madrid - Zaragoza,16,128.0,119,2,Zaragoza,2,2,22,5,11
Sevilla - Madrid,30,428.0,1,1,Madrid,2,2,22,5,12
Sevilla - Madrid,24,166.0,43,2,Madrid,2,2,22,5,18
Bilbao - Madrid,62,707.0,0,1,Madrid,2,2,22,5,24
Madrid - Zaragoza,95,454.0,16,1,Zaragoza,2,2,22,5,28
Malaga - Sevilla,74,304.0,58,1,Malaga,2,2,22,5,29
Bilbao - Madrid,48,199.0,12,1,Madrid,2,2,22,5,36
Bilbao - Madrid,55,631.0,102,1,Madrid,2,2,22,5,41
Malaga - Sevilla,16,553.0,8,1,Sevilla,2,2,22,5,53
Barcelona - Bilbao,78,577.0,94,1,Bilbao,2,2,22,6,4
Bilbao - Madrid,75,696.0,96,2,Madrid,2,2,22,6,5
Sevilla - Madrid,80,678.0,55,2,Sevilla,2,2,22,6,10
Barcelona - Valencia,66,684.0,81,2,Valencia,2,2,22,6,23
Sevilla - Madrid,72,610.0,110,2,Madrid,2,2,22,6,24
Bilbao - Madrid,94,304.0,97,1,Madrid,2,2,22,6,34
Malaga - Sevilla,85,175.0,81,1,Sevilla,2,2,22,6,41
Madrid - Zaragoza,39,383.0,59,1,Zaragoza,2,2,22,6,42
Madrid - Barcelona,56,273.0,115,1,Barcelona,2,2,22,6,43
Sevilla - Madrid,23,383.0,9,1,Sevilla,2,2,22,6,57
Bilbao - Madrid,62,611.0,23,1,Madrid,2,2,22,6,59
Barcelona - Valencia,86,653.0,110,1,Barcelona,2,2,22,7,5
Barcelona - Bilbao,67,642.0,2,2,Barcelona,2,2,22,7,7
Bilbao - Madrid,77,448.0,71,1,Bilbao,2,2,22,7,11
Zaragoza - Barcelona,11,467.0,42,2,Zaragoza,2,2,22,7,16
Malaga - Sevilla,64,182.0,51,2,Malaga,2,2,22,7,22
Barcelona - Valencia,32,125.0,112,1,Barcelona,2,2,22,7,27
Bilbao - Madrid,67,236.0,22,1,Madrid,2,2,22,7,31
Madrid - Barcelona,44,446.0,69,2,Madrid,2,2,22,7,37
Zaragoza - Barcelona,21,468.0,66,1,Barcelona,2,2,22,7,46
Madrid - Barcelona,98,191.0,39,2,Barcelona,2,2,22,7,48
Barcelona - Bilbao,38,690.0,42,1,Bilbao,2,2,22,7,49
Bilbao - Madrid,16,182.0,92,1,Bilbao,2,2,22,7,58
Sevilla - Madrid,25,261.0,8,1,Sevilla,2,2,22,7,59
Zaragoza - Barcelona,39,327.0,39,2,Zaragoza,2,2,22,8,3
Valencia - Sevilla,55,654.0,17,1,Valencia,2,2,22,8,6
Madrid - Barcelona,80,428.0,115,2,Madrid,2,2,22,8,7
Barcelona - Valencia,99,172.0,91,2,Valencia,2,2,22,8,45
Madrid - Malaga,69,244.0,67,1,Malaga,2,2,22,8,46
Sevilla - Madrid,42,442.0,118,2,Madrid,2,2,22,8,47
Barcelona - Valencia,22,543.0,15,1,Valencia,2,2,22,8,54
Barcelona - Valencia,12,200.0,99,2,Barcelona,2,2,22,8,59
Zaragoza - Barcelona,48,369.0,38,2,Barcelona,2,2,22,9,9
Madrid - Barcelona,21,394.0,51,1,Barcelona,2,2,22,9,11
Barcelona - Valencia,59,480.0,60,2,Valencia,2,2,22,9,19
Sevilla - Madrid,70,444.0,59,2,Madrid,2,2,22,9,23
Zaragoza - Barcelona,40,540.0,65,2,Barcelona,2,2,22,9,26
Barcelona - Bilbao,17,655.0,7,1,Barcelona,2,2,22,9,35
Barcelona - Valencia,39,433.0,26,2,Valencia,2,2,22,9,40
Barcelona - Valencia,19,577.0,25,2,Barcelona,2,2,22,9,42
Bilbao - Madrid,69,582.0,71,1,Madrid,2,2,22,9,45
Barcelona - Valencia,77,136.0,64,1,Valencia,2,2,22,9,49
Madrid - Zaragoza,28,527.0,108,1,Zaragoza,2,2,22,9,53
Barcelona - Valencia,72,527.0,8,1,Barcelona,2,2,22,9,56
Madrid - Malaga,93,248.0,39,2,Malaga,2,2,22,10,3
Madrid - Zaragoza,71,609.0,44,2,Zaragoza,2,2,22,10,5
Madrid - Zaragoza,74,367.0,14,2,Madrid,2,2,22,10,6
Madrid - Zaragoza,54,550.0,108,2,Madrid,2,2,22,10,20
Madrid - Barcelona,69,463.0,72,2,Barcelona,2,2,22,10,21
Bilbao - Madrid,16,262.0,103,2,Madrid,2,2,22,10,29
Madrid - Barcelona,73,318.0,51,1,Madrid,2,2,22,10,36
Zaragoza - Barcelona,39,685.0,30,2,Barcelona,2,2,22,10,38
Sevilla - Madrid,66,138.0,71,2,Sevilla,2,2,22,10,40
Madrid - Zaragoza,76,570.0,117,2,Zaragoza,2,2,22,10,44
Bilbao - Madrid,27,654.0,20,1,Madrid,2,2,22,10,46
Zaragoza - Barcelona,65,595.0,56,2,Zaragoza,2,2,22,10,55
Valencia - Sevilla,52,235.0,103,1,Sevilla,2,2,22,11,15
Barcelona - Bilbao,52,410.0,40,1,Barcelona,2,2,22,11,20
Malaga - Sevilla,31,503.0,52,1,Sevilla,2,2,22,11,23
Bilbao - Madrid,28,312.0,24,2,Madrid,2,2,22,11,24
Madrid - Malaga,32,434.0,100,2,Malaga,2,2,22,11,27
Madrid - Zaragoza,99,312.0,107,2,Zaragoza,2,2,22,11,37
Madrid - Zaragoza,24,465.0,12,2,Zaragoza,2,2,22,11,43
Bilbao - Madrid,24,366.0,32,1,Bilbao,2,2,22,11,54
Madrid - Barcelona,48,158.0,109,1,Madrid,2,2,22,12,5
Malaga - Sevilla,96,701.0,116,1,Malaga,2,2,22,12,13
Malaga - Sevilla,86,172.0,47,1,Sevilla,2,2,22,12,19
Bilbao - Madrid,39,281.0,58,1,Bilbao,2,2,22,12,33
Barcelona - Bilbao,21,593.0,16,2,Bilbao,2,2,22,12,35
Bilbao - Madrid,63,318.0,82,2,Madrid,2,2,22,13,46
Barcelona - Bilbao,12,254.0,13,2,Barcelona,2,2,22,13,48
Madrid - Barcelona,17,406.0,80,1,Madrid,2,2,22,13,57
Malaga - Sevilla,68,367.0,16,1,Malaga,2,2,22,14,10
Madrid - Zaragoza,40,149.0,32,2,Zaragoza,2,2,22,14,24
Madrid - Malaga,43,476.0,117,2,Madrid,2,2,22,14,26
Sevilla - Madrid,29,322.0,52,2,Sevilla,2,2,22,14,39
Sevilla - Madrid,24,231.0,102,2,Madrid,2,2,22,14,41
Zaragoza - Barcelona,34,259.0,19,2,Barcelona,2,2,22,14,56
Bilbao - Madrid,86,182.0,40,2,Bilbao,2,2,22,15,2
Barcelona - Bilbao,66,130.0,47,1,Barcelona,2,2,22,15,7
Barcelona - Bilbao,16,374.0,46,1,Bilbao,2,2,22,15,12
Madrid - Barcelona,12,123.0,33,1,Barcelona,2,2,22,15,24
Madrid - Malaga,99,214.0,80,2,Madrid,2,2,22,15,38
Sevilla - Madrid,88,588.0,4,2,Madrid,2,2,22,15,47
Madrid - Zaragoza,87,328.0,41,1,Madrid,2,2,22,15,53
Madrid - Barcelona,12,438.0,95,2,Barcelona,2,2,22,16,2
Sevilla - Madrid,38,247.0,114,1,Madrid,2,2,22,16,13
Bilbao - Madrid,88,282.0,7,1,Bilbao,2,2,22,16,15
Barcelona - Bilbao,30,575.0,114,2,Bilbao,2,2,22,16,20
Madrid - Malaga,82,266.0,57,2,Malaga,2,2,22,16,52
Bilbao - Madrid,78,265.0,86,1,Madrid,2,2,22,16,53
Madrid - Zaragoza,84,435.0,12,1,Madrid,2,2,22,16,59
Valencia - Sevilla,86,362.0,71,2,Sevilla,2,2,22,17,9
Madrid - Zaragoza,11,691.0,12,1,Zaragoza,2,2,22,17,11
Bilbao - Madrid,46,560.0,27,2,Madrid,2,2,22,17,17
Sevilla - Madrid,89,300.0,79,2,Madrid,2,2,22,17,34
Sevilla - Madrid,99,371.0,81,1,Sevilla,2,2,22,17,45
Madrid - Zaragoza,92,706.0,30,1,Madrid,2,2,22,18,18
Madrid - Barcelona,57,244.0,7,2,Barcelona,2,2,22,18,23
Zaragoza - Barcelona,95,669.0,59,2,Barcelona,2,2,22,18,34
Bilbao - Madrid,85,638.0,4,2,Bilbao,2,2,22,18,41
Madrid - Barcelona,25,193.0,26,1,Madrid,2,2,22,18,44
Madrid - Barcelona,50,499.0,51,1,Madrid,2,2,22,18,48
Malaga - Sevilla,25,701.0,41,2,Sevilla,2,2,22,18,54
Sevilla - Madrid,67,643.0,94,1,Madrid,2,2,22,19,4
Madrid - Malaga,15,206.0,17,1,Malaga,2,2,22,19,5
Madrid - Zaragoza,24,201.0,8,1,Zaragoza,2,2,22,19,8
Madrid - Zaragoza,53,704.0,110,2,Madrid,2,2,22,19,11
Madrid - Zaragoza,29,501.0,75,2,Madrid,2,2,22,19,23
Bilbao - Madrid,89,143.0,81,1,Madrid,2,2,22,19,37
Zaragoza - Barcelona,79,361.0,16,1,Barcelona,2,2,22,19,49
Valencia - Sevilla,92,233.0,8,2,Sevilla,2,2,22,19,52
Madrid - Malaga,82,556.0,67,2,Malaga,2,2,22,20,2
Zaragoza - Barcelona,19,617.0,98,1,Zaragoza,2,2,22,20,4
Valencia - Sevilla,17,528.0,109,1,Valencia,2,2,22,20,15
Barcelona - Valencia,52,374.0,6,2,Barcelona,2,2,22,20,17
Barcelona - Valencia,80,266.0,20,2,Barcelona,2,2,22,20,26
Valencia - Sevilla,23,590.0,79,2,Valencia,2,2,22,20,39
Valencia - Sevilla,26,349.0,15,2,Valencia,2,2,22,20,45
Madrid - Malaga,34,231.0,90,2,Malaga,2,2,22,21,22
Madrid - Zaragoza,16,387.0,117,1,Zaragoza,2,2,22,21,28
Sevilla - Madrid,22,278.0,60,2,Sevilla,2,2,22,21,42
Zaragoza - Barcelona,82,614.0,56,2,Barcelona,2,2,22,21,46
Barcelona - Bilbao,99,671.0,23,2,Bilbao,2,2,22,22,12
Madrid - Barcelona,48,196.0,60,2,Madrid,2,2,22,22,13
Zaragoza - Barcelona,16,402.0,36,1,Zaragoza,2,2,22,22,31
Madrid - Barcelona,14,536.0,105,1,Barcelona,2,2,22,22,32
Malaga - Sevilla,14,257.0,119,2,Sevilla,2,2,22,22,40
Barcelona - Valencia,81,137.0,60,2,Valencia,2,2,22,22,41
Bilbao - Madrid,65,550.0,52,1,Bilbao,2,2,22,22,44
Madrid - Barcelona,68,420.0,37,1,Madrid,2,2,22,22,49
Bilbao - Madrid,47,140.0,97,1,Bilbao,2,2,22,22,51
Valencia - Sevilla,59,310.0,71,2,Valencia,2,2,22,22,57
Malaga - Sevilla,53,299.0,50,1,Malaga,2,2,22,23,5
Bilbao - Madrid,69,187.0,52,1,Madrid,2,2,22,23,6
Bilbao - Madrid,67,510.0,16,1,Bilbao,2,2,22,23,16
Zaragoza - Barcelona,38,271.0,48,1,Zaragoza,2,2,22,23,33
Sevilla - Madrid,70,322.0,62,2,Sevilla,2,2,22,23,38
Barcelona - Valencia,53,560.0,93,2,Barcelona,2,2,22,23,47
Madrid - Malaga,46,228.0,71,2,Madrid,3,2,23,0,16
Barcelona - Valencia,99,367.0,99,1,Barcelona,3,2,23,0,30
Barcelona - Valencia,82,261.0,111,1,Barcelona,3,2,23,0,31
Barcelona - Valencia,97,337.0,15,2,Barcelona,3,2,23,0,49
Madrid - Zaragoza,54,266.0,69,1,Zaragoza,3,2,23,0,57
Malaga - Sevilla,29,523.0,0,1,Sevilla,3,2,23,1,6
Bilbao - Madrid,97,577.0,101,1,Madrid,3,2,23,1,13
Valencia - Sevilla,25,299.0,97,2,Sevilla,3,2,23,1,17
Madrid - Barcelona,44,467.0,10,1,Madrid,3,2,23,1,23
Sevilla - Madrid,46,226.0,14,1,Madrid,3,2,23,1,25
Valencia - Sevilla,23,510.0,35,1,Sevilla,3,2,23,1,33
Malaga - Sevilla,13,136.0,113,2,Malaga,3,2,23,1,35
Zaragoza - Barcelona,36,267.0,30,2,Zaragoza,3,2,23,1,40
Sevilla - Madrid,28,662.0,80,1,Sevilla,3,2,23,1,48
Valencia - Sevilla,38,716.0,1,2,Valencia,3,2,23,1,55
Barcelona - Valencia,89,181.0,6,2,Valencia,3,2,23,1,57
Barcelona - Valencia,80,247.0,41,2,Barcelona,3,2,23,2,9
Madrid - Malaga,83,573.0,93,1,Malaga,3,2,23,2,29
Madrid - Barcelona,51,175.0,114,1,Barcelona,3,2,23,2,32
Barcelona - Valencia,87,149.0,43,1,Valencia,3,2,23,2,58
Malaga - Sevilla,42,281.0,114,1,Sevilla,3,2,23,3,2
Bilbao - Madrid,74,636.0,56,1,Madrid,3,2,23,3,5
Bilbao - Madrid,70,505.0,45,2,Madrid,3,2,23,3,14
Zaragoza - Barcelona,76,668.0,73,1,Barcelona,3,2,23,3,29
Malaga - Sevilla,28,257.0,94,1,Sevilla,3,2,23,3,40
Zaragoza - Barcelona,55,661.0,69,2,Zaragoza,3,2,23,3,51
Valencia - Sevilla,59,470.0,47,2,Valencia,3,2,23,3,59
Madrid - Barcelona,71,606.0,19,2,Barcelona,3,2,23,4,19
Madrid - Barcelona,23,240.0,40,1,Madrid,3,2,23,4,44
Bilbao - Madrid,54,580.0,80,2,Bilbao,3,2,23,4,46
Barcelona - Valencia,91,277.0,65,2,Valencia,3,2,23,4,48
Madrid - Zaragoza,86,394.0,78,2,Madrid,3,2,23,4,58
Barcelona - Valencia,52,238.0,63,2,Valencia,3,2,23,5,0
Valencia - Sevilla,78,327.0,50,1,Sevilla,3,2,23,5,4
Bilbao - Madrid,58,438.0,99,2,Bilbao,3,2,23,5,10
Madrid - Barcelona,12,490.0,72,2,Barcelona,3,2,23,5,12
Barcelona - Bilbao,46,151.0,13,2,Bilbao,3,2,23,5,17
Madrid - Malaga,97,475.0,84,1,Malaga,3,2,23,5,18
Bilbao - Madrid,54,645.0,1,1,Bilbao,3,2,23,5,26
Madrid - Zaragoza,27,213.0,60,2,Madrid,3,2,23,5,32
Barcelona - Bilbao,34,175.0,9,2,Barcelona,3,2,23,5,33
Malaga - Sevilla,46,607.0,0,1,Malaga,3,2,23,5,39
Madrid - Malaga,84,417.0,73,1,Madrid,3,2,23,5,47
Barcelona - Valencia,65,538.0,97,1,Barcelona,3,2,23,5,50
Sevilla - Madrid,88,177.0,117,1,Madrid,3,2,23,6,11
Madrid - Barcelona,93,159.0,52,1,Madrid,3,2,23,6,24
Madrid - Barcelona,39,642.0,78,2,Barcelona,3,2,23,6,32
Madrid - Barcelona,89,656.0,93,2,Barcelona,3,2,23,6,48
Sevilla - Madrid,63,393.0,103,2,Sevilla,3,2,23,6,56
Madrid - Zaragoza,13,337.0,38,1,Madrid,3,2,23,7,0
Zaragoza - Barcelona,56,532.0,29,1,Zaragoza,3,2,23,7,3
Bilbao - Madrid,95,173.0,119,1,Bilbao,3,2,23,7,5
Barcelona - Bilbao,70,355.0,46,1,Barcelona,3,2,23,7,31
Barcelona - Valencia,58,289.0,54,1,Valencia,3,2,23,7,38
Madrid - Malaga,49,471.0,26,2,Malaga,3,2,23,7,40
Malaga - Sevilla,90,414.0,90,2,Malaga,3,2,23,7,44
Zaragoza - Barcelona,43,655.0,20,2,Barcelona,3,2,23,7,47
Zaragoza - Barcelona,63,200.0,109,2,Barcelona,3,2,23,7,51
Madrid - Barcelona,37,470.0,24,2,Barcelona,3,2,23,7,59
Valencia - Sevilla,14,253.0,61,1,Sevilla,3,2,23,8,16
Madrid - Malaga,15,360.0,92,2,Malaga,3,2,23,8,38
Sevilla - Madrid,77,137.0,32,2,Madrid,3,2,23,8,40
Madrid - Zaragoza,44,627.0,21,1,Zaragoza,3,2,23,8,45
Bilbao - Madrid,51,704.0,58,2,Bilbao,3,2,23,8,49
Madrid - Zaragoza,38,395.0,28,2,Madrid,3,2,23,8,52
Sevilla - Madrid,53,154.0,2,1,Madrid,3,2,23,8,55
Madrid - Malaga,25,500.0,108,1,Madrid,3,2,23,9,6
Barcelona - Bilbao,23,184.0,85,1,Barcelona,3,2,23,9,7
Valencia - Sevilla,55,178.0,33,1,Sevilla,3,2,23,9,16
Bilbao - Madrid,10,500.0,90,2,Madrid,3,2,23,9,22
Sevilla - Madrid,15,343.0,0,2,Madrid,3,2,23,9,30
Valencia - Sevilla,93,510.0,19,2,Valencia,3,2,23,9,37
Zaragoza - Barcelona,36,343.0,16,2,Barcelona,3,2,23,9,44
Malaga - Sevilla,68,430.0,47,2,Sevilla,3,2,23,10,7
Zaragoza - Barcelona,37,498.0,108,2,Zaragoza,3,2,23,10,18
Zaragoza - Barcelona,23,648.0,70,1,Barcelona,3,2,23,10,22
Valencia - Sevilla,61,508.0,19,2,Valencia,3,2,23,10,31
Madrid - Barcelona,55,347.0,1,1,Madrid,3,2,23,10,57
Barcelona - Bilbao,73,168.0,29,2,Bilbao,3,2,23,10,58
Bilbao - Madrid,93,248.0,81,2,Madrid,3,2,23,11,1
Sevilla - Madrid,46,422.0,62,1,Sevilla,3,2,23,11,4
Madrid - Barcelona,40,697.0,7,1,Madrid,3,2,23,11,34
Barcelona - Bilbao,39,422.0,42,2,Bilbao,3,2,23,11,36
Madrid - Malaga,33,490.0,16,1,Madrid,3,2,23,11,46
Valencia - Sevilla,54,359.0,61,2,Sevilla,3,2,23,11,50
Malaga - Sevilla,90,415.0,34,2,Malaga,3,2,23,12,7
Madrid - Zaragoza,92,411.0,86,1,Zaragoza,3,2,23,12,11
